Key,japanese
KeeperDiaryTip,"1998年5月9日、夜、警備員のスコットとエリアス、研究員のスティーブとポーカーをした。\nスティーブの奴、やたらついてやがったがきっといかさまにちがいねェ。\n1998年5月10日、今日、研究員のおえら方から新しい化け物の世話を頼まれた。\n皮をひんむいたゴリラのような奴だ。\n生きたえさがいいってんで、豚を投げこんだら、奴ら、足をもぎ取ったり内臓を引き出したり、遊んだあげくやっと食いやがる。\n998年5月11日\n今朝5時頃、宇宙服みてえな防護衣を着たスコットに突然たたき起こされて俺も宇宙服を着せられた。\nなんでも、研究所で事故があったらしい。\n研究員の連中ときたら、夜も寝ないで実験ばかりやってるからこんな事になるんだ。\n1998年5月11日、昨日からこのいまいましい宇宙服をつけたままなんで、背中がむれちまって妙にかゆい。\nいらいらするんで、腹いせにあの犬どもの飯を抜きにしてやった。\nいい気味だ。\n1998年5月13日、あまりに背中がかゆいんで医務室にいったら、背中にでっけえバンソウコウを貼られた。\nそれから、もう俺は宇宙服を着なくていいと医者がいった。\nおかげで今夜はよく眠れそうだぜ。\n1998年5月14日、朝起きたら、背中だけでなく足にも腫物ができてやがった。\n犬どものオリがやけに静かなんで、足引きずって見に行ったら数が全然たりねえ。\nめしを三日抜いたくらいで逃げやがって。　おえら方に見つかったら大変だ。\n1998年5月16日、昨日、この屋しきから逃げ出そうとした研究いんが一人、射さつされた、て　はなしだ。\n夜、からだ中　あついかゆい。\n胸のはれ物　かきむしたら　肉がくさり落ちやがた。\nいったいおれ　どうな　て\n1998年5月19日、やと　ねつ　ひいた　も　とてもかゆい\n今日　はらへったの、いぬ　のエサ　くう\n1998年5月21日、かゆい　かゆい　スコットーきた\nひどいかおなんで　ころし\nうまかっ　です。\n4、かゆい\nうま"
"Mail to the Chief of Security",保安部長のメール
MailToTheChiefOfSecurityTip_title,保安部長のメール
MailToTheChiefOfSecurityTip,"機密\n\n保安部長へ\n\n1998年7月22日2:13\n\nX-DAYが近づいている。\n一週間以内に、以下の作戦を速やかに、順次実行せよ。\n\n1)S.T.A.R.Sを研究所に誘い込み、B.O.W(生物兵器)と戦わせ、実戦データを得よ。\n\n2)変異体を含むB.O.Wの胚を、一種につき２個ずつ回収せよ。\n但し、タイラントは廃棄処分とせよ。\n\n3)人員・実験動物を含む、アークレイ研究所の全てを、事故に見せかけて処分せよ。\n\n幸運を祈る\nアンブレラ本部、\nアンブレラ社"
"Researcher's Letter",研究員の手紙
ResearcherLetterTip_title,研究員の手紙
ResearcherLetterTip,"1998年6月8日\nエイダ、いま君がこれを読んでいるという事は、私はすでに私でなくなっているということだ。\n今日の検査の結果で思った通りの反応が出た、陽性だ。\n\nもうすぐあんな姿になってしまうのかと思うと、気が狂いそうになる。\n\nエイダ、君は今のところ感染していない。\nこんなことはないかもしれないが、もし君が最後の一人だったら、映像室に置いてある資料を持ち、動力室に行って起爆装置を作動させた後、ここから脱出して欲しい。\n\nそしてマスコミを使って、ことの全てを公にしてくれ。\n\n正常に機能していれば、ここのロックは全てセキュリティーシステムで解除できる。\n\nこれには小実験室にある端末から、私の名前でログインし、さらにパスワードを入力すればアクセスできるようにしておいた。\nパスワードは「ADA」、君の名だ。\n\n映像室のあるB2のロックを解くには私と君の名でアクセスした後、さらにもう一つのパスワードを入力しなければならない。\n\n下に念のため暗号でしるしておいたが、君ならすぐにわかるはずだ。\nこれが私の最後の頼みだ、もし変わり果てた姿の私を見かけたらエイダ、君の手で楽にしてくれ。\n\nありがとう、君のジョンより"
"Observation Note",観察記録書
ObservationNoteTip_title,観察記録書
ObservationNoteTip,"Gの発見に至るには、始祖ウイルスの投与から、実に計21年もの熟成の期間が必要であったようだ。\n\nフランスの研究所から取り寄せて投与した「寄生生物のプロトタイプ」を、あの実験体が取り込んでしまったのも、今を思えば、容易に納得がいく。\n\n実験体の体内で、長き眠りを貪り21年という年月を経て、アレは、突然変異的に進化したのだ。\n（まさに「進化」という言葉が相応しい。）\n\nこれらの観察データは、私にさらなるすばらしいヒントをくれた。\nこれを推し進めて、さらに改良を加え、変異を与える事で、「T」を超える「G」を作り出す糸口が導きだされた。\n\nこれは、後々のB.O.Wの歴史を塗り替える画期的なものになるはずだ。\n\nあの忌々しいアレクシア嬢もあの世で悔しがっているのに違いない。\n 数年後にはその研究成果を発表できるだろう。\n\nウィリアム・バーキン"
"Suicide Note",ある自殺者の遺書
SuicideNoteTip_title,ある自殺者の遺書
SuicideNoteTip,"June 22, 1998\n\n一緒に逃げていたロバートに、化け物の兆候があらわれはじめたので、仕方なく殺して浴室に入れておいた。\n\n多分、これで私が最後の一人だ。\n\n何故このようなことになってしまったのか？ 今となっては、この研究に参加した事が悔やまれる。\nもはや、私が生きて、この館を出る事はないだろう。\n\n準備は終わった。\n後は勇気を持つだけだ。\n悔いは残るがしかたがない。\n\nこのまま化け物になって、人間としての自分が消えてしまうぐらいなら、みずからの幕を\n\n＜この紙の裏に、文字が書かれている＞\n\n許してくれ、リンダ"
"Plant 42 Report",プラント42のメモ
Plant42ReportTip_title,プラント42のメモ
Plant42ReportTip,"あの事故から四日後、ポイント４２のプラントの成長速度には目を見張るものがある。\n\n他のプラントに比べ、ｔ－ウイルスの強い影響を受けており、その形状に見合う生態は、もはや宿主の植物が何であったのか想像することすら困難な程である。\n\n４２の栄養源は二種類ある。\n一つは、地下室まで達した根から得ている養分だ。\n事故直後、発狂した職員が地下室の水槽を壊したため、現在地下室は水浸しだ。\nそこに流出している何らかの薬品成分が、プラント４２の急速な成育を促進させている事は想像に難くない。\n\nさらに地下室から伸びたプラント４２の部は、ダクトを通り、一階の天井から球根一状になってぶら下がっている。\nその球根から伸びている何本ものツルがもう一つの養分の入手手段となっている\n\nプラント４２は獲物を感知すると丁度イカの触手のように獲物にツルを巻つけ動けなくしてから、ツルの裏についている吸入器で血を吸うのだ。\nしかもそれなりに知能があるらしく、獲物を得た時や、睡眠中はツタを扉にからませ、外敵の侵入を防いでいる。\n\n既に数人の職員がその犠牲となった。\n\n1998、5月21日\nヘンリー＝サートン"
Organic Chemistry Lab Experiment,有機化学実験ファイル
OrganicChemistryLabExperimentTip_title,有機化学実験ファイル
OrganicChemistryLabExperimentTip,"タイラントウイルスに感染し、異常成長した植物の細胞には、いくつかの共通の性質が見られるのは前回のレポートで述べたとおりである。\nしかしいくつかの実験で、興味深い事実が明らかになった。\n\nそれは、私たちがあの実験で使用した、「ＵＭＢ」系の薬品の一つである「ＵＭＢＮｏ.20 」に、これら植物の細胞を、急速に死滅させる成分が含まれているという事である。\n\n私たちはこの「ＵＭＢ　Ｎｏ.20 」を、「Ｖ－ＪＯＬＴ」と名付けた。\n計算では、プラント４２の場合、根に直接「Ｖ－ＪＯＬＴ」をかければ、全体が死滅するのに５秒もかからない。\n\n生成はＵＭＢ系の薬品をいくつかの手順で混合すれば良いのだが、ＵＭＢ系の特徴として人体に有害なガスを発生する恐れがあるので取扱いには注意が必要である。\n\nまずＵＭＢ系薬品の種類と特徴を簡単に示す：\n\nUMB No. 3   赤\nYellow-6   黄色\nUMB No. 7   緑\nUMB No. 10   オレンジ\nVP-017   青\nV-JOLT   茶褐色"
Family Picture and Notes,ある家族の写真と手記
FamilyPicture1Tip_title,ある家族の写真と手記
FamilyPicture1Tip,"＜ある家族の写真 写真の裏に何かが書かれている＞\n\n\nＮｏｖ．１０．１９６７\n始祖ウィルス変異体を投与\n\n・ジェシカ\n「ＴＹＰＥ－Ａ」投与\n細胞活性時に組織断裂化\n\nウィルス定着化に失敗\n\n破棄処分\n\n\n・リサ\n\n「ＴＹＰＥ－Ｂ」投与\n細胞活性時に組織断裂化\n\n後にウィルス定着化成功\n\n器の改造に一定の成果\n\n保護観察継続\n\n\n※ジョージ\n抹消済み（Ｎｏｖ．３１．１９６７）"
"Lisa's Journal",リサの日記
FamilyPicture2Tip_title,リサの日記
FamilyPicture2Tip,"Nov.14.1967\n注射で頭がボーっとする。\nお母さんに会えない。\nどこかに連れていかれた。\n二人で脱出しようって約束したのに　私だけおいていくなんて・・・\n\nNov.15.1967\nお母さんみつけた！\n今日の食事は、お母さんと一緒！\nうれしかった。\n\n違う、偽者だった。\n外は一緒だけど中が違う。\n\nお母さんを取り返さなくっちゃ！\nお母さんに返してあげなくちゃ！\n\nお母さんの顔は簡単に取り返せた。\nお母さんの顔を取っていたおばさんの悲鳴が聞こえたけど、お母さんの顔をとったやつの悲鳴なんか気にしない。\nお母さんは私のもの。\n誰にも取られないように　私にくっつけておこう。\nお母さんに会った時、　顔が無いとかわいそうだもの。\n\nNov.17.19 7\n石の箱の中　お母さん　匂い　ここ　お母さんがホント？\n石の箱　かたくてイタイ　手のジャラジャラが邪魔をする\n４つの石　つてるジャラジャラせで　お母さ　会えない\n\n19\nお父さん　一つ　くっつけた　お母さん　二つ　くっつけた\n\n中身はやぱり赤く　ヌルヌル　白くてかたかた\n\nホントのお母さ　見つからない\n\nお父　ん分からない　また　お母さ　今日見つけた\n\nお母さ　をくつけたら　お母　ん動かなくなた\n母さんは悲鳴を上げていた\n\nなぜ？\n私は一緒に居たかただけ\n\n4\nお母さん\nどこ？\n\n会いたい"
Jessica's Letter,ジェシカの手紙
FamilyPicture3Tip_title,ジェシカの手紙
FamilyPicture3Tip,"愛するリサへ\n\n日に日に私が私で無くなっていく・・・。\nそんな感覚が確信に変わり始めています。\nあの注射のおかげか、体のかゆみは幾分か収まってきたみたい。\n今日も「栄養剤だ」と言われ、白衣の男達に注射を打たれました。\n\n注射をされると、意識がはっきりしてくる。\n意識が戻ってくると、何も考えられなくなっていた自分に気付いて、愕然としたの。\n\n全てを忘れてしまう感覚に襲われ、あなたの事やあの人の事・・・、 どんな性格で、どんな顔だったかすらも意識の闇に覆われてしまう。\n\nああ、リサ、私も今すぐでもあなたに会って、あなたを抱きしめて確かめたい。\nそうしないと、あなたも、あの人も消えてしまいそうで、とても怖い。\n\n・・・このままではダメね！ 早く逃げださないと！\n\nいい？ リサ チャンスは多分、次に一緒にあの実験室に行く時！ 二人して意識の無いフリをするの。\nそしてあの白衣の男が隙を見せた時が逃げ出すチャンスよ！\n\n外へ脱出したら、お父さんを一緒に探しましょう！ この手紙にあなたが気付いてくれます様に\n\nＮｏｖ．１３．１９６７\nジェシカ・トレヴァー"
V-ACT,Ｖ－ＡＣＴについて
VACTTip_title,Ｖ－ＡＣＴについて
VACTTip,"研究員のノートより\n\n「ｔ－ウィルス」の変種体が、ゲノムの器である肉体に変化をもたらす事が明かになった。\nこのタイプは、宿主の意識が無くなり、休眠期に入ると体組織の再構築を行う。\n\nその際に細胞を活性化させ、体組織自身の改造をも行うようだ。 (我々はこれを「Ｖ－ＡＣＴ」と命名)\n\n特筆すべきは、その「筋力とスピードの大幅な上昇」にある。\n一度この状態になった個体は、体組織の変化により、「よりすばやい」動きを有するようになっているのである。\nそしてなにより、その性質は[狂暴]だ。\n\n既に、これらにエサを与えている際に起きた事故で、研究員４人が死亡した。\n現場は、まさに一瞬にして血の海となってしまった。(我々は、これのそのあまりの残虐性からこれらを"クリムゾン・ヘッド"と名づけた。)\n\nこのまま、あれらを放置しておく訳にもいかないが、あの貴重なプロトタイプ(プロト1)だけは、処分する事を避けなければならない。\nそれは我々の義務でもある。\nだが、このあまりに危険なサンプルをどうしたらいいものか？\n\n我々はクリムゾン・ヘッド・プロト1に冷凍ガスを使い、館裏の墓場の地下室に、これを閉じ込める事にした。"
FAX,ファックス
FAXTip_title,ファックス
FAXTip,"送信先 衛生管理部門\n統合本部長\n送信元 ラクーン特研部 災害対策委員会\n\nこのメモランダムは、関係者以外の者が閲覧することを厳禁する。\n\nまた本書類の内容が了解されしだい破棄されなければならない。\n\n今回の｢T-ウィルス｣流出の件について、当委員会が実地調査を試みたところ被害の概算は当初の報告をはるかに上回るものであると推定される。\n\n第一に、\n実数についての正確なデータを得ることは現状では非常に困難では有るが、研究員の半数以上は｢T-ウィルス｣も被爆した時点で死亡しているとみられる。\nまた、生存者のほとんど全ては｢T-ウィルス｣感染者特有の症状が重度に現れており、死亡者数はさらに増加するものと思われる。\n\n第二に問題となるのは、\nセキュリティーシステムがかろうじて作動しているものの、特務警備隊もほぼ全滅の状況であり、我が社の最高機密に属する研究事項が無防備のまま外部にさらされていることである。\n特にこの点は一刻の猶予もなく対策を講じられたい。\n\nそして第三の問題として、\nこれは第二の問題と重複する点もあるが、実験体の多くがその制御を失って暴走している状況である。\n\n実は、我々が見たところ、研究員のうち実験体に殺害されたと思われる死者が決して少なくないのである。\nその死体は惨殺されたというにふさわしいものであり、奇しくも我々の研究の成功を裏付けるものであるが、このままでは報道機関に憂慮すべき材料を提供してしまう可能性も極めて高い。\n総じて事態はきわめて深刻である。\nこれらの事態をかんがみるに、中途半端な｢T-ウィルス｣の隠蔽は全く不可能と言わざるを得ない。\n望むべきは根本的で早急な解決策であると我々は考える。\n\n特にラクーンにおける、州警察やS.T.A.R.S.の介入は迅速なものと思われる。\nこの方面においても何らかの手を打つべきだろう。"
"Security Protocols",警備システム資料
SecurityProtocolsTip_title,警備システム資料
SecurityProtocolsTip,"B2F\n\n映像資料室/映像資料室を特研部管轄の下に設置。\n利用に関する裁量権は、キース・アーヴィング室長に委任するものと定める。\n\n\nB3F\n\n監禁室/牢屋の使用は衛生管理部門がこれを管理する。\nウィルスを実験体に投与する場合は、顧問研究員(Ｅ･スミス、Ｓ･ロス、Ａ･ウェスカー)の同行を必須とする。\n\n\n3重ロックのドア/全てのパスコード書類を提示しない者の入室を禁ずる。\nパスコード書類は、各ブロックの研究主任が専用の出力装置によって作成したもの以外を認めない。\n\n動力室/本社派遣の監督官以外の者の入室を禁ずる。\nなお、顧問研究員が特別な指示を受けた時はこの限りではない。\n\nパスコード出力装置/研究主任以外の者が、パスコード出力装置を扱うことを禁ずる。\n\n\nB4\n\nｔ-ウィルス投与による｢タイラント｣経過報告について・・・\n(以下判読不能)"
Quest_Completion_tip_title,チャレンジ完了！
Completion_desc,おめでとうございます！\nスペンサー邸チャレンジを無事完了することが出来ました。\n\n私が制作しながら楽しめたように、皆様が楽しくプレイ出来た事を願います！\n\nフランティック・ダン
Quest_Completion_tip,おめでとうございます！\nスペンサー邸チャレンジを無事完了することが出来ました。\n\n私が制作しながら楽しめたように、皆様が楽しくプレイ出来た事を願います！\n\nフランティック・ダン
zombieArlene,JaWoodle's Girl
zombieMarlene,Misterri
zombieNurse,アンブレラ社の外科医
zombieJoe,Glock9's Dealer
zombieSteve,Draycko
zombieBusinessMan,Aviose
zombieBoe,DD1GG
zombieJanitor,HellsJanitorTV
zombieMoe,TheOrigamiGuru
zombieLab,アンブレラ社の科学者
zombieDarlene,Lois Griffin
zombieYo,NotOnly25
zombieUtilityWorker,作業員
zombieBiker,Games4Kickz
zombieLumberjack,JonahBirch
zombieFemaleFat,Big Red
zombieFatHawaiian,Peter Griffin
zombieMaleHazmat,アンブレラ社危険物取扱者
zombieSkateboarder,DoctorBest85
zombieSoldier,アンブレラ社のガードマン
animalZombieDog,ケルベロス
Zombie Dog,ケルベロス
animalZombieVulture,Flappy Fuck
animalSnake,アダ―
animalChicken,Oskurd
"Web Spinner",ウェブスピナー
"Crimson Head",クリムゾンヘッド
"Crimson Head Prototype",クリムゾンヘッドプロト1
"Crimson Head Prototype2",クリムゾンヘッドプロト1
"Forest Speyer",フォレストゾンビ
"Forest Speyer2",フォレストゾンビ
Hunter,ハンター
"Failed Test Subject",実験体
"Plant 42",プラント42
"Yawn the Boar",猪のヨーン
"Black Tiger Spider",ブラックタイガー
"Lisa Trevor",リサ・トレヴァー
Tyrant,タイラント
"Super Tyrant",スーパータイラント
"Boe Crawler",Crippled DD1GG
"Joe Crawler",Glock9's Crippled Dealer
"Janitor Crawler",Crippled HellsJanitorTV
"Arlene Crawler",JaWoodle's Crippled Girl
"Lab Worker Crawler",這いずりアンブレラ社の科学者
"Darlene Crawler",Crippled Lois Griffin
"Marlene Crawler",Crippled Misterri
"Yo Crawler",Crippled NotOnly25
"Steve Crawler",Crippled Draycko
"Business Man Crawler",Crippled Aviose
"Burnt Crawler",這いずりクリムゾンヘッド
"Nurse Crawler",這いずりアンブレラ社の外科医
"Hazmat Crawler",這いずりアンブレラ社危険物取扱者
"Skateboarder Crawler",Crippled DoctorBest85
zombieMarleneRadiated,Misterri
zombieJoeRadiated,Glock9's Dealer
zombieJanitorRadiated,HellsJanitorTV
zombieYoRadiated,NotOnly25


attStrengthRank01LongDesc,"誰だってボディビルダーになりたいかもしれませんが、筋トレはだるいですね。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が215%になり、3%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank02LongDesc,"あなたは身体的に弱っちいかもしれませんが、内に燃え滾る強い炎が見え隠れしています。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が230%になり、6%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank03LongDesc,"あなたのような乳飲み子がなぜゾンビアポカリプスで生き残れているのでしょうか？\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が245%になり、9%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank04LongDesc,"あなたのお腹周りについているタイヤのようなお肉のおかげで餓死はしにくいでしょうが、スレハンを振るときには邪魔にしかなりませんね。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が260%になり、12%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank05LongDesc,"あなたの身体は引き締まって来ました。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が275%になり、15%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank06LongDesc,"あなたはとても強くなってきたので、ジムの凡人たちが羨ましそうに見ています。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が290%になり、18%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank07LongDesc,"棍棒やスレハンを振り続けた結果、かなり身体が鍛えられたようです。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が305%になり、21%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank08LongDesc,"伝説的な力を手に入れたようです。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が320%になり、24%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank09LongDesc,"サイズ、体力、パワー、全てがチャンピオン級になりました。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が335%になり、27%多くの確率で敵の部位を破壊する事が可能になりました。"
attStrengthRank10LongDesc,"アポカリプスに夢を粉々にされなければ、オリンピックチャンピオンになれたほどですね、腹いせとして、ゾンビを粉々にしてやりましょう。\n\nショットガン、棍棒、スレッジハンマー、レンチ系以外のツール(斧やショベルなど)使用時のヘッドショットダメージ量が350%になり、30%多くの確率で敵の部位を破壊する事が可能になりました。"
perkDemolitionsExpertRank1LongDescRE,"あなたは手榴弾兵の見習いです、爆発物の扱いには十分注意してくださいね。\n\n爆発系武器使用時のダメージ量が17%上がり、リロード速度が10%上がり、照準を合わせる速度が15%上がり、部位破壊率が15%上がります"
perkDemolitionsExpertRank2LongDescRE,"あなたは爆発物を扱う事が出来ます。\n\n爆発系武器使用時のダメージ量が34%上がり、リロード速度が20%上がり、照準を合わせる速度が30%上がり、部位破壊率が30%上がります"
perkDemolitionsExpertRank3LongDescRE,"あなたは爆発物の扱いになれています。\n\n爆発系武器使用時のダメージ量が51%上がり、リロード速度が30%上がり、照準を合わせる速度が45%上がり、部位破壊率が45%上がります"
perkBoomstickRank1LongDescRE,"ショットガン使用時のダメージ量が17%上がり、射撃レートが10%速くなり、リロード速度が10%上がります。\n\n敵のスタン状態が6間持続するようになり、部位破壊率が5%上がります。"
perkBoomstickRank3LongDescRE,"ショットガン使用時のダメージ量が34%上がり、射撃レートが20%速くなり、リロード速度が20%上がります。\n\n敵のスタン状態が8間持続するようになり、部位破壊率が10%上がります。"
perkBoomstickRank5LongDescRE,"ショットガン使用時のダメージ量が51%上がり、射撃レートが30%速くなり、リロード速度が30%上がります。\n\n敵の足を攻撃し、ダメージを負わせる事で、走れなくする事が出来るようになります。"
perkBrawlerNameRE,格闘家 (スロット 7 8 9 0)
perkBrawlerRank1LongDescRE,ナックルや素手使用時のダメージ量が17%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が出来ます。
perkBrawlerRank3LongDescRE,ナックルや素手使用時のダメージ量が34%上がります。\n\nパワーアタック時、20%の確率で敵をノックダウンさせることが出来、30%の確率でパワーアタック時に敵をよろけさせます。
perkBrawlerRank5LongDescRE,ナックルや素手使用時のダメージ量が51%上がります。\n\n頭部への30%の確率で敵をノックダウンさせることが出来、頭部破壊率が上がります。
perkSexualTrexRank1LongDescRE,ベンチウォーマーへと昇格しました。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が 6% 軽減され、パワーアタックスタミナ時の消費量が 10%軽減されます。
perkSexualTrexRank2LongDescRE,ずいぶんと強いアスリートになってきたため、スタミナ切れする事が少なくなりました。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が12%軽減され、パワーアタックスタミナ時の消費量が20%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが10回復します。
perkSexualTrexRank3LongDescRE,ウォリアーを尊敬しない者などいません。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が18%軽減され、パワーアタックスタミナ時の消費量が30%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが15回復します。
perkSexualTrexRank4LongDescRE,あなたはグラディエーターになりました、アスリートの頂点です。\n\n近接武器やツール使用時の通常攻撃スタミナ消費量が24%軽減され、パワーアタックスタミナ時の消費量が40%軽減されます。\n\n近接武器で敵にとどめを刺すたびに、スタミナが20回復します。
perkMiner69rNameRE,69年の鉱夫 (ナイフ/レンチ)
perkMiner69rDescRE,ブロックダメージ量を上げ、伐採や解体を素早く行いましょう。
perkMiner69rRank1LongDescRE,ナイフやレンチ使用時のブロックダメージ量が50%上昇します。
perkMiner69rRank2LongDescRE,ナイフやレンチ使用時のブロックダメージ量が100%上昇します。
perkMiner69rRank3LongDescRE,ナイフやレンチ使用時のブロックダメージ量が150%上昇します。
attFortitudeRank01LongDesc,あなたはあまり頑丈ではなく、体力もあまりありませんが、かろうじて生きています。\n拳やマシンガンを使用時のヘッドショットダメージが215%になり、3%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank02LongDesc,"以前よりは少しましになりました。\n拳やマシンガンを使用時のヘッドショットダメージが230%になり、6%の確率で敵の部位を破壊する事が可能になりました。"
attFortitudeRank03LongDesc,なんとか立っていられる状態です。\n拳やマシンガンを使用時のヘッドショットダメージが245%になり、9%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank04LongDesc,"段々普通の人に近付いてきました。\n拳やマシンガンを使用時のヘッドショットダメージが260%になり、の確率で敵の部位を破壊する事が可能になりました。"
attFortitudeRank05LongDesc,あなたは良い健康状態です。\n拳やマシンガンを使用時のヘッドショットダメージが275%になり、15%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank06LongDesc,あなたは非常に健康な状態です。\n拳やマシンガンを使用時のヘッドショットダメージが290%になり、18%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank07LongDesc,あなたは完璧な健康状態です。\n拳やマシンガンを使用時のヘッドショットダメージが305%になり、21%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank08LongDesc,あなたは大変強い回復力の持ち主です。\n拳やマシンガンを使用時のヘッドショットダメージが320%になり、24%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank09LongDesc,あなたは驚くべき体質の持ち主です。\n拳やマシンガンを使用時のヘッドショットダメージが335%になり、27%の確率で敵の部位を破壊する事が可能になりました。
attFortitudeRank10LongDesc,あなたは溢れんばかりの体力の持ち主です。\n拳やマシンガンを使用時のヘッドショットダメージが350%になり、30%の確率で敵の部位を破壊する事が可能になりました。
perkMachineGunnerRank3LongDescRE,"幾度もの戦いの末、ソルジャーになる事が出来ました。\n\nマシンガン使用時のダメージ量が17%上がり、射撃レートが8%速くなり、リロード速度が10%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを1ずつ回復します。"
perkMachineGunnerRank4LongDescRE,"あなたのスキルの高さはスペシャルフォース並みです。\n\nマシンガン使用時のダメージ量が34%上がり、射撃レートが16%速くなり、リロード速度が20%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを2ずつ回復します。"
perkMachineGunnerRank5LongDescRE,"あなたは究極のマシンガンナーになりました。\n\nマシンガン使用時のダメージ量が51%上がり、射撃レートが24%速くなり、リロード速度が30%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを3ずつ回復します。"
perkPainToleranceRank1LongDescRE,着用中のアーマー1部位につき、アーマー値を 1上昇させます(キャラの詳細には反映されません)\n\nスタン状態になる確率34%減少。
perkPainToleranceRank2LongDescRE,着用中のアーマー1部位につき、アーマー値を 2上昇させます(キャラの詳細には反映されません)\n\nスタン状態になる確率67%減少。
perkPainToleranceRank3LongDescRE,着用中のアーマー1部位につき、アーマー値を 3上昇させます(キャラの詳細には反映されません)\n\n一切スタンされなくなります。
buffPerkCharismaticNatureDescRE,本能を使ってサバイバルしています！
perkCharismaticNatureDescRE,あなたはサバイバリストです。
perkCharismaticNatureNameRE,サバイバル本能
perkCharismaticNatureRank1DescRE,健康的
perkCharismaticNatureRank2DescRE,力尽く
perkCharismaticNatureRank3DescRE,鋼の身体
perkCharismaticNatureRank1LongDescRE,最大体力と最大スタミナ量が 20 上がります。
perkCharismaticNatureRank2LongDescRE,与ブロックダメージ量が 50%上がり、 敵へのダメージ量が 8.5%上がります。
perkCharismaticNatureRank3LongDescRE,アーマー値と爆発ダメージ耐性が、アーマー1部位ごとに 1上がり、最大体力と最大スタミナ量が 10増えます。
perkHealingFactorRank1LongDescRE,自然治癒で毎時24の健康を得る。\nクリティカルダメージの回復速度が 50%早くなります。
perkHealingFactorRank2LongDescRE,自然治癒で毎時42の健康を得る。\nクリティカルダメージの回復速度が 100%早くなります。
perkPhysicianRank1LongDescRE,医療回復アイテムの回復量 25%増加します。
perkPhysicianRank2LongDescRE,医療回復アイテムの回復量 50%増加します。
perkPhysicianRank3LongDescRE,医療回復アイテムの回復量 75%増加します。
attAgilityRank01LongDesc,"あなたはとても不器用ですが、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが215%になり、3%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank02LongDesc,"あなたはアメフトチームのメンバーになる事は出来ませんでしたが、めげずに練習を続けたため、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが230%になり、6%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank03LongDesc,"あなたは不器用なため、いつも大きな音を立ててしまいますが、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが245%になり、9%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank04LongDesc,"あなたはあまり器用ではありませんが、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが260%になり、12%の確率で敵の部位を破壊する事が可能になりました。"
attAgilityRank05LongDesc,"あなたは器用なため、弓、ハンドガン、ナイフを使用時のヘッドショットダメージが275%になり、15%の確率で敵の部位を破壊する事が可能になりました。"
