Key,english
ObservationNoteTip,"The discovery of the G-Virus was in fact 21 years after the administration of the progenitor virus.\n\nThe 'Prototype Parasite' which we had delivered from a laboratory in France was administered to the sample specimen. The sample specimen took in the parasite without showing any signs of adverse reaction.\n\nThe lack of any reaction was an unsolved mystery. But now everything is clear to me now.\n\nThe 'Prototype Parasite' was incubating in the sample specimen's body for 21 years. Then from that incubating state the prototype suddenly mutated. ('Evolved' may be a more appropriate word to describe it.)\n\nThis observation gave me more insight in my research. Through further modification and testing, I was able to derive a method to create the 'G' that surpasses the performance of the 'T'.\n\nThis was the breakthrough that would change the future of the B.O.W.'s history.\n\nI can't wait to see the look on Alexia's annoying face when I finally announce my research. But unfortunately I'll have to wait a few more years to completely verify my findings.\n\nWilliam Birkin"
Suicide Note,Suicide Note
SuicideNoteTip_title,Suicide Note
SuicideNoteTip,"June 22, 1998\n\nI had to do it. We ran from those things - helping each other to survive. But Robert started to show the symptoms. I had to do it. Those damn things are pure evil.\n\nThere was no other way. He would have done the same if it were the other way around. After I put him out of his misery I had to just put him in the bathroom. Now I'm probably the last one...\n\nHow could this happen? I'll never forgive myself for being part of this project. Eventually I'll get what's coming to me, though. There's no way to escape from this nut house, it's just a matter of time now.\n\nEverything is set. All I need is a little courage to get it done. Knowing that I'll leave many things undone is regret beyond words.\n\nBut, this is better than just waiting to turn into one of them. Please understand and at least let me end my life as a person.\n\nThere's a message on the back.\n\nLinda, please forgive me..."
Plant 42 Report,Plant 42 Report
Plant42ReportTip_title,Plant 42 Report
Plant42ReportTip,"Four days have passed since the accident. The plant at Point 42 is growing at an amazing rate.\n\nAlthough there are many unknown aspects about this plant, we know that in comparison with the other group of plants, the T-Virus has had a substantially stronger affect on this one.\n\nThe T-Virus has drastically morphed its host's anatomy as well as its size. Looking at its current state, it's difficult to imagine its original appearance. Nowhere on Earth will you find anything like it.\n\nWe've also found that PLANT 42 has two main sources of acquiring its necessary nutrients. One source is through its root. Somehow it has rooted itself down into the basement.\n\nImmediately after the accident, a scientist went mad and destroyed the Aqua Ring. Ever since, the basement has been like a pool. There is a high possibility that it's one of the chemicals in the water that's promoting the PLANT 42's rapid growth.\n\nHowever, we have yet to determine the specific chemical.\n\nA bulb-like body of the PLANT 42 has been sighted hanging from the ceiling of the first floor. We are sure that it used the air ducts to reach the first floor. Numerous long tentacle-like vines are protruding from the bulb.\n\nWe believe the vines are the second means of acquiring its nutrients. When the PLANT 42 senses prey, it uses the tentacle-like vines to capture its prey. After doing so, suckers on the vine drain the prey of its blood.\n\nWe've also noticed that it has some intelligence. When it captures its prey or when it's inactive, the vines twine around the door to stop possible intruders.\n\nUnfortunately, several of our scientists have already fallen victim to this PLANT 42. When we heard the stories from the survivors, they all observed one thing in common:\n\nWhen the uniform petal-like flaps open and reveal its vital internals, it has a tendency to become more aggressive.\n\nOne witness reported that it was as if it was trying to protect itself. Why it behaves the way it does is still unknown.\n\nMay 21, 1998\nHenry Sarton"
Organic Chemistry Lab Experiment,Organic Chemistry Lab Experiment
OrganicChemistryLabExperimentTip_title,Organic Chemistry Lab Experiment
OrganicChemistryLabExperimentTip,"The similarities in the cellular characteristics of the rapidly growing plant infected by the Tyrant Virus have been reported in previous papers. However, while repeating these experiments, an interesting new fact became clear.\n\nWe learned that a chemical in the UMB family, UMB No. 20, contains a compound that is toxic to the cells of the plant.\n\nWe have given UMB No. 20 a new name: V-JOLT. If calculations prove correct, when V-JOLT is applied directly to the root of the plant, the entire plant should be dead within 5 seconds.\n\nThe V-JOLT can be made by simply mixing the VP and UMB chemicals in a specific ratio. However, extra care must be taken when handling these UMB chemicals. They have been known to generate toxic gases if mishandled.\n\nThe characteristics of each UMB chemical are as follows:\n\nUMB No. 3   red\nYellow-6   yellow\nUMB No. 7   green\nUMB No. 10   orange\nVP-017   blue\nV-JOLT   dark brown"
Family Picture and Notes,Family Picture and Notes
FamilyPicture1Tip_title,Family Picture and Notes
FamilyPicture1Tip,"There's something written on the back\n\n\nNov. 10, 1967\n-Progenitor virus administered\n\nJessica\nAdministered virus: Type-A\nPlasmolyzing of tissue during cell activation.\n\nVirus fusion: Negative\n\nAction: Disposed\n\n\nLisa\n\nAdministered virus: Type-B\nPlasmolyzing of tissue during cell activation.\n\nVirus fusion: Positive but delayed fusion.\n\nBody modification: Observed constant results.\n\nStatus: Continue protective observation.\n\n\nGeorge\nAction: Terminated (Nov. 30, 1967)"
Lisa's Journal,Lisa's Journal
FamilyPicture2Tip_title,Lisa's Journal
FamilyPicture2Tip,"Nov. 14, 1967\nI feel dizzy after that shot they gave me. I don't see Mom. Where did they take her?\nShe promised that we would escape together. Did she escape alone and leave me behind?\n\nNov. 15, 1967\nI found Mom. We ate together. I was very happy.\n\nBut she was a fake. Not my real Mom. Same face but different inside.\n\nHave to find Mom. Have to give face back to mother.\n\nI got Mom's face back.\nNobody can have my Mom except me. I attach her face to me so she doesn't go away.\nBecause Mom sad when I meet her without her face.\n\nNov. 17, 19 7\nfrom inside box, scent of mommy. maybe true mother there.\nstone box hard. It hurt. steel rope in the way.\ncan't see mother becuz 4 stones.\n\n19\ndadddy atached first\nmomm atached scond\n\niNside reD and sLimy\nwhiTe and haRd\n\nnot true moM wheRe\n\ndunno dadd\nfound mum again\n\nwhne atachd momMy\nshe moved no more\nshe screaming\n\nwhy?\nJst want to b with her\n\n4\nmom\nwhere?\n\nI mis yuo"
Jessica's Letter,Jessica's Letter
FamilyPicture3Tip_title,Jessica's Letter
FamilyPicture3Tip,"To my Lisa,\n\nDay by day I can feel my consciousness drifting further and further away.\nThe shots given to me by men in white clothes made some of mommy's itching go away. Today they gave me another shot saying it was 'nutrition'.\n\nWhen they give me the shots mommy can think straight, but mommy's shocked and sad because mommy's unable to think of you all the time.\n\nMommy's afraid. Afraid of forgetting everything, especially the memories of you and daddy... What your faces look like, how we used to be together... They're all starting to disappear into somewhere dark in my mind.\n\nOh Lisa, I wish I could touch your face and hold you in my arms right now, so that I can hold on to our wonderful memories of you and daddy.\n\nLisa we can't stay here any longer. We have to escape!\n\nListen to me Lisa. Our chance to escape is the next time we go to that lab together. We'll both pretend that we are both unconscious and when that man in white clothes is off guard that will be our chance.\n\nWhen we're on the outside, let's look for daddy together. Okay sweetie? Be strong, Lisa.\n\nNov. 13, 1967\nJessica Trevor"
V-ACT,V-ACT
VACTTip_title,V-ACT
VACTTip,"Researcher's note\n\nThere is now evidence that when the host loses consciousness, the body goes into a dormant state. During this time the virus becomes active and rapidly transforms and reconstructs the basic composition of the body.\n\nThe host eventually mutated into a humanoid creature. (We call them V-ACTs)\n\nIts speed and amazing muscular development are particularly noteworthy. After transformation, it becomes more agile and aggressive.\n\nAlready four of our researchers have died from trying to feed it, turning the place into an instant blood bath. (Ever since this tragic and barbaric accident, we have decided to call its kind 'Crimson Heads')\n\nThat dangerous and precious prototype specimen can't be left there. We have to figure out a way to deal with it. Termination is definitely not an option.\n\nWe finally decided to freeze the specimen and confine the body inside the basement of the backyard cemetery."
FAX,FAX
FAXTip_title,FAX
FAXTip,"To: Sanitation Division\nAttn: Manager of Sanitation\nFrom: Raccoon Disaster Contingency Committee\n\nThe contents of this fax are confidential and intended for the named addressee only. Any copying, or disclosure of the contents of this fax to any third party is strictly forbidden by the sender.\n\nAfter reading the contents of this fax, it must be destroyed immediately.\n\nWe expect significant increase in the damage done by the recent T-Virus' outbreak than initially estimated. There are several concerns.\n\nFirst concern\nMore than half of the researchers have been infected by the T-Virus and died. It has also been reported that almost all of the survivors of this accident are starting to show symptoms of the T-Virus infection.\n\nSecond concern\nOur Secret Security Patrol Team has also been completely eradicated. Therefore, our most secret research is in danger of public disclosure. Quick actions are demanded to prevent mass media coverage.\n\nThird concern\nThere is a high possibility that most of the specimens are running loose inside the compound. We expect many casualties to follow.\n\nHowever yet unfortunate, these casualties underscore the success of our research results. Actions must be taken to prevent our research results from being made public.\n\nWe suspect the first official intervention will come from the State Police and S.T.A.R.S. We strongly recommend taking measures against them first."
Security Protocols,Security Protocols
SecurityProtocolsTip_title,Security Protocols
SecurityProtocolsTip,"BASEMENT LEVEL TWO\n\nVisual Data Room/ For use by the Special Research Division only. All other access to the Visual Data Room must be cleared with Keith Arving, Room Manager.\n\n\nBASEMENT LEVEL THREE\n\nPrison/ Sanitation Division controls the use of the prison. At least one Consultant Researcher (E. Smith, S. Ross, A. Wesker) must be present if viral use is authorized.\n\n\nTriple Lock Door/ Entry into the room is limited to the sole person who deactivates the lock with all of the Pass Codes. Accessing the exclusive Output Terminals located in each section of the Senior Researchers deactivates the lock.\n\nPower Room/ In this room nitro compound is used as the primary fuel source of power. Access is limited to Headquarters Supervisors. This restriction may not apply to Consultant Researchers with special authorization.\n\nPass Code Output Terminals/ Use and access of the Output Terminals is limited to authorized Senior Researchers.\n\n\nBASEMENT LEVEL FOUR\n\nRegarding the progress of 'Tyrant' after the administration of T- Virus...\n(Illegible hereafter...)"
Quest_Completion_tip_title,Challenge Completed!
Completion_desc,Congratulations!!\nYou have successfully completed the Spencer Mansion Challenge.\n\nI hope you a blast playing it as much as I did creating it!\n\nFrantic Dan
Quest_Completion_tip,Congratulations!!\nYou have successfully completed the Spencer Mansion Challenge.\n\nI hope you a blast playing it as much as I did creating it!\n\nFrantic Dan
zombieArlene,JaWoodle's Girl
zombieMarlene,Misterri
zombieNurse,Umbrella Surgeon
zombieJoe,Glock9's Dealer
zombieSteve,Draycko
zombieBusinessMan,Aviose
zombieBoe,DD1GG
zombieJanitor,HellsJanitorTV
zombieMoe,TheOrigamiGuru
zombieLab,Umbrella Scientist
zombieDarlene,Lois Griffin
zombieYo,NotOnly25
zombieUtilityWorker,Aquarium Worker
zombieBiker,Games4Kickz
zombieLumberjack,JonahBirch
zombieFemaleFat,Big Red
zombieFatHawaiian,Peter Griffin
zombieMaleHazmat,Umbrella Hazmat Technician
zombieSkateboarder,DoctorBest85
zombieSoldier,Umbrella Security Service Officer
animalZombieDog,Cerberus
Zombie Dog,Cerberus
animalZombieVulture,Flappy Fuck
animalSnake,Adder
animalChicken,Oskurd
Web Spinner,Web Spinner
Crimson Head,Crimson Head
Crimson Head Prototype,Crimson Head Prototype
Crimson Head Prototype2,Crimson Head Prototype
Forest Speyer,Forest Speyer
Forest Speyer2,Forest Speyer
Hunter,Hunter
Failed Test Subject,Failed Test Subject
Plant 42,Plant 42
Yawn the Boar,Yawn the Boar
Black Tiger Spider,Black Tiger Spider
Lisa Trevor,Lisa Trevor
Tyrant,Tyrant
Super Tyrant,Super Tyrant
Boe Crawler,Crippled DD1GG
Joe Crawler,Glock9's Crippled Dealer
Janitor Crawler,Crippled HellsJanitorTV
Arlene Crawler,JaWoodle's Crippled Girl
Lab Worker Crawler,Crippled Umbrella Scientist
Darlene Crawler,Crippled Lois Griffin
Marlene Crawler,Crippled Misterri
Yo Crawler,Crippled NotOnly25
Steve Crawler,Crippled Draycko
Business Man Crawler,Crippled Aviose
Burnt Crawler,Crippled Crimson Head
Nurse Crawler,Crippled Umbrella Surgeon
Hazmat Crawler,Crippled Umbrella Hazmat Technician
Skateboarder Crawler,Crippled DoctorBest85
zombieMarleneRadiated,Misterri
zombieJoeRadiated,
zombieJanitorRadiated,
zombieYoRadiated,NotOnly25


attStrengthRank01LongDesc,"Everyone wants to be a bodybuilder but nobody wants to lift those heavy ass weights. Deal 215% head shot damage and have a 3% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank02LongDesc,"You might be scrawny but you have a fire inside to get big and strong. Deal 230% head shot damage and have a 6% chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank03LongDesc,"What is a milk drinker like you doing in the zombie apocalypse? Deal 245% head shot damage and have a 9% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank04LongDesc,"Your spare tire might keep you from starving but isn't helping you swing a sledgehammer. Deal 260% head shot damage and have a 12% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank05LongDesc,"You are fit and able to deal 275% head shot damage and have a 15% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank06LongDesc,"You are very strong and all the normies at the gym are envious. Deal 290% head shot damage and have a 18% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank07LongDesc,"Pumping clubs and sledgehammers has gave you some gains bro. Deal 305% head shot damage and have a 21% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank08LongDesc,"Your massive strength is legendary. Deal 320% head shot damage and have a 24% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank09LongDesc,"Size, strength and power are all champion level now. Deal 335% head shot damage and have a 27% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
attStrengthRank10LongDesc,"You could be an Olympic champion if the apocalypse hadn't crushed that dream. Now you can just crush zombies. Deal 350% head shot damage and have a 30% greater chance to dismember with shotguns, clubs, sledgehammers and tools governed by Miner 69'er."
perkDemolitionsExpertRank1LongDescRE,"You are now a grenadier initiate, be careful with those explosives. Increase damage 17%, reload speed 10%, aim 15% faster, 15% greater chance to dismember."
perkDemolitionsExpertRank2LongDescRE,"Increase damage by 34%, reload speed 20%, aim 30% faster, 30% greater chance to dismember."
perkDemolitionsExpertRank3LongDescRE,"You are now an explosives handler. Increase damage 51%, increase reload speed by 30%, aim 45% faster, 45% greater chance to dismember."
perkBoomstickRank1LongDescRE,"Deal 17% more damage, 10% faster fire rate, and 10% faster reload. Stun enemies for 6 seconds.\nIncreases chance to dismember by 5%."
perkBoomstickRank3LongDescRE,"Deal 34% more damage, 20% faster fire rate, and 20% faster reload. Stun enemies for 8 seconds.\nIncreases chance to dismember by 10%."
perkBoomstickRank5LongDescRE,"Deal 51% more damage, 30% faster fire rate, and a 30% faster reload.\nLegs shots cripple opponents."
perkBrawlerNameRE,Brawler (Slots 7 8 9 0)
perkBrawlerRank1LongDescRE,Deal 17% more damage with fists. Punches to the head negate infection ability.
perkBrawlerRank3LongDescRE,Deal 34% more damage with fists. Power attacks to the head have a 20% chance to knock down your opponent and have a 30% chance to stagger opponents with power attacks.
perkBrawlerRank5LongDescRE,Deal 51% more damage. Power attacks to the head have a 30% chance to knock down your opponent and have a higher chance to explode heads with punches.
perkSexualTrexRank1LongDescRE,You have graduated to bench warmer. Reduce melee and tool stamina usage by 6% and power attacks by 10%.
perkSexualTrexRank2LongDescRE,You are now a bonafide athlete and getting winded doing nothing is a thing of the past. Reduce melee and tool stamina usage by 12% and power attacks by 20%.\nKilling blows grant 10 stamina.
perkSexualTrexRank3LongDescRE,Nobody will disrespect a warrior. Reduce melee and tool stamina usage by 18% and power attacks by 30%.\nKilling blows grant 15 stamina.
perkSexualTrexRank4LongDescRE,You are now a cage gladiator and have risen to the highest athletic prowess possible. Reduce melee and tool stamina usage by 24% and power attacks by 40%.\nKilling blows grant 20 stamina.
perkMiner69rNameRE,Miner 69'er (Knife/Wrench)
perkMiner69rDescRE,Maximize your mining efforts by increasing tool damage to bring down rocks and trees faster.
perkMiner69rRank1LongDescRE,Increases block damage by 50% with your knife and wrench.
perkMiner69rRank2LongDescRE,Increases block damage by 100% with your knife and wrench.
perkMiner69rRank3LongDescRE,Increases block damage by 150% with your knife and wrench.
attFortitudeRank01LongDesc,You aren't very durable or healthy but at least you are alive. Deal 215% head shot damage and have a 3% chance to dismember with fists and machine guns.
attFortitudeRank02LongDesc,"You feel a little better than you used to. Deal 230% head shot damage and have a 6% chance to dismember with fists, and machine guns."
attFortitudeRank03LongDesc,You continue to defy gravity and keep standing. Deal 245% head shot damage and have a 9% chance to dismember with fists and machine guns.
attFortitudeRank04LongDesc,"You are starting to feel like normal people. Deal 260% head shot damage and have a 12% chance to dismember with fists, and machine guns."
attFortitudeRank05LongDesc,You are in good health. Deal 275% head shot damage and have a 15% chance to dismember with fists and machine guns.
attFortitudeRank06LongDesc,You are very healthy. Deal 290% head shot damage and have a 18% chance to dismember with fists and machine guns.
attFortitudeRank07LongDesc,You have vigorous health. Deal 305% head shot damage and have a 21% chance to dismember with fists and machine guns.
attFortitudeRank08LongDesc,You are as resilient as they come. Deal 320% head shot damage and have a 24% chance to dismember with fists and machine guns.
attFortitudeRank09LongDesc,You have an amazing constitution. Deal 335% head shot damage and have a 27% chance to dismember with fists and machine guns.
attFortitudeRank10LongDesc,Your have exuberant fortitude and can put a beat down on a tornado. Deal 350% head shot damage and have a 30% chance to dismember with fists and machine guns.
perkMachineGunnerRank3LongDescRE,"All the combat has sharpened your skills and you are now a soldier. Deal 17% more damage, 8% faster fire rate and reload 10% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 1 stamina."
perkMachineGunnerRank4LongDescRE,"Your skill now matches the special forces. Deal 34% more damage, 16% faster fire rate and reload 20% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 2 stamina."
perkMachineGunnerRank5LongDescRE,"You are now the ultimate machine gunner. Deal 51% more damage, 24% faster fire rate and reload 30% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 3 stamina."
perkPainToleranceRank1LongDescRE,Boosts your armour rating by 1 for each piece of armour you're wearing (Character screen displays inaccurately) and lowers chance to be stunned by 34%.
perkPainToleranceRank2LongDescRE,Boosts your armour rating by 2 for each piece of armour you're wearing (Character screen displays inaccurately) and lowers chance to be stunned by 67%.
perkPainToleranceRank3LongDescRE,Boosts your armour rating by 3 for each piece of armour you're wearing (Character screen displays inaccurately) and never get stunned.
buffPerkCharismaticNatureDescRE,You are using your instincts of survival!
perkCharismaticNatureDescRE,You are a survivalist.
perkCharismaticNatureNameRE,Survival Instinct
perkCharismaticNatureRank1DescRE,Fit and Healthy
perkCharismaticNatureRank2DescRE,Brute Force
perkCharismaticNatureRank3DescRE,Iron Skin
perkCharismaticNatureRank1LongDescRE,Your survival instinct gains you 20 health and stamina.
perkCharismaticNatureRank2LongDescRE,Your Block Damage is increased by 50% and Entity Damage by 8.5%.
perkCharismaticNatureRank3LongDescRE,Your Armour rating and Explosive resistence is increased by 1 for each piece of armour worn and your max Health and Stamina increases by another 10.
perkHealingFactorRank1LongDescRE,You must have a fast metabolism. Gain 1 health every 120 seconds with natural healing. Critical injuries heal 100% faster.
perkPhysicianRank1LongDescRE,Medical healing items heal 25% more health.
perkPhysicianRank2LongDescRE,Medical healing items heal 50% more health.
perkPhysicianRank3LongDescRE,Medical healing items heal 75% more health.
attAgilityRank01LongDesc,"You are as clumsy as they come but you still do 215% head shot damage and have a 3% chance to dismember with, handguns, and knives."
attAgilityRank02LongDesc,"You didn't make the football team but that didn't stop you from practicing. Deal 230% head shot damage and have a 6% chance to dismember with bows, handguns and knives."
attAgilityRank03LongDesc,"You are still loud and clunky but can deal 245% head shot damage and have a 9% chance to dismember with bows, handguns and knives."
attAgilityRank04LongDesc,"Your dexterity is a bit inept, but you can deal 260% head shot damage and have a 12% chance to dismember with bows, handguns and knives."
attAgilityRank05LongDesc,"You are now agile and deal 275% head shot damage and have a 15% chance to dismember with bows, handguns and knives."
attAgilityRank06LongDesc,"Your movement is now very nimble and deal 290% head shot damage and have a 18% chance to dismember with bows, handguns and knives."
attAgilityRank07LongDesc,"Your dexterity is very impressive. Deal 305% head shot damage and have a 21% chance to dismember with bows, handguns and knives."
attAgilityRank08LongDesc,"Moving fluid and landing on your feet are second nature for you. Deal 320% head shot damage and have a 24% chance to dismember with bows, handguns and knives."
attAgilityRank09LongDesc,"Your agility is good enough you could be a professional athlete. Deal 335% head shot damage and have a 27% chance to dismember with bows, handguns and knives."
attAgilityRank10LongDesc,"Your dexterity is unmatched. Deal 350% head shot damage and have a 30% chance to dismember with bows, handguns and knives."
perkGunslingerRank3LongDescRE,"You can keep most situations under control, sheriff. Deal 17% more damage, 8% faster fire rate, and reload 10% faster. Critical Damage: 5 successive hits in a short time cause critical damage."
perkGunslingerRank4LongDescRE,"You're now a gunfighter and can clear out a saloon full of rowdy bastards at the drop of a hat. Deal 34% more damage, 16% faster fire rate, and reload 20% faster. Critical Damage: 4 successive hits in a short time cause the last shot to do 100% extra damage."
perkGunslingerRank5LongDescRE,"You are the fastest gunslinger in Navezgane. Deal 51% more damage, 24% faster fire rate, and 30% faster reload with handguns. Critical Damage: 3 successive hits in a short time cause the last shot to do 100% extra damage."
perkDeepCutsRank1LongDescRE,You might have a dull blade but you know how to use it. Deal 17% more damage. Increases block damage with knives by 50%.
perkDeepCutsRank2LongDescRE,Your friends say you're a really knife girl. Deal 34% more damage. Increases block damage with knives by 100%.
perkDeepCutsRank3LongDescRE,You are a cut above the rest. Deal 51% more damage. Increases block damage with knives by 150%.
perkRunAndGunRank1LongDescRE,"Spray and Pray. Aiming is overrated, just shoot first and ask questions later. Hip fire accuracy is improved by 10% and movement penalty when reloading is reduced 20%."
perkRunAndGunRank2LongDescRE,Your twitch fingers might get you into trouble but have saved your skin on many occasions. Hip fire accuracy is improved by 20% and movement penalty when reloading is reduced 40%.
perkRunAndGunRank3LongDescRE,You are now a deadly trigger man and have mastered the art of run and gun. Hip fire accuracy is improved by 30% and movement penalty when reloading is reduced 60%.
perkFlurryOfBlowsRank1LongDescRE,You have developed quick hands. One-handed melee attack speeds are increased by 15%. Each kill recharges stamina by 5 points.
perkFlurryOfBlowsRank2LongDescRE,You have developed the sudden strike. One-handed melee attack speeds are increased by 30%. Each kill recharges stamina by 10 points.
perkFlurryOfBlowsRank3LongDescRE,You have mastered the flurry of blows. One-handed melee attack speeds are increased by 45%. Each kill recharges stamina by 15 points.
